"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",,
"TTMI","TTM Technologies, Inc.","11.98","$1.24B","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","6.46","$508.88M","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tc",,
"TCX","Tucows Inc.","69.85","$742.36M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",,
"TUES","Tuesday Morning Corp.","2.38","$111.39M","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",,
"TOUR","Tuniu Corporation","4.47","$579.49M","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",,
"HEAR","Turtle Beach Corporation","15.75","$224.27M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",,
"TWLV","Twelve Seas Investment Company","9.94","$266.18M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlv",,
"TWLVR","Twelve Seas Investment Company","0.28","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvr",,
"TWLVU","Twelve Seas Investment Company","10.33","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvu",,
"TWLVW","Twelve Seas Investment Company","0.22","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvw",,
"FOX","Twenty-First Century Fox, Inc.","49.22","$91.4B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/fox",
"FOXA","Twenty-First Century Fox, Inc.","49.55","$92.01B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/foxa",
"TWIN","Twin Disc, Incorporated","15.62","$204.61M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","20.67","$577.63M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/twst",,
"TRCB","Two River Bancorp","16.15","$139M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",,
"TYME","Tyme Technologies, Inc.","3.11","$320.35M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"USCR","U S Concrete, Inc.","37.29","$627.23M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","1.08","$37.79M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","0.8466","$11.39M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",,
"GROW","U.S. Global Investors, Inc.","1.16","$17.57M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","0.9001","$16.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usau",,
"USWS","U.S. Well Services, Inc.","8.2","$529.94M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.673","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/uswsw",
"UBNT","Ubiquiti Networks, Inc.","128.99","$9.14B","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UFPT","UFP Technologies, Inc.","31.91","$235.28M","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","298.1","$17.68B","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","12.51","$488.07M","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","0.67","$132.03M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",,
"RARE","Ultragenyx Pharmaceutical Inc.","53.07","$2.68B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",,
"ULBI","Ultralife Corporation","8.9","$178.53M","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",,
"UMBF","UMB Financial Corporation","66.43","$3.31B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",,
"UMPQ","Umpqua Holdings Corporation","17.7","$3.9B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",,
"UNAM","Unico American Corporation","6.5","$34.5M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",,
"UBSH","Union Bankshares Corporation","34.06","$2.79B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",,
"UNB","Union Bankshares, Inc.","46.01","$205.48M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"QURE","uniQure N.V.","37.22","$1.39B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",,
"UBCP","United Bancorp, Inc.","10.8","$62.02M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","22.26","$72.78M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","36.97","$3.78B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","28.21","$2.24B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","9.6","$471.64M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ucfc",,
"UAL","United Continental Holdings, Inc.","89.15","$24.29B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",
"UBNK","United Financial Bancorp, Inc. ","15.34","$782.67M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","53.95","$1.35B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","16.14","$693.77M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uihc",,
"UNFI","United Natural Foods, Inc.","13.58","$696.83M","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","10.24","$173.53M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",,
"USLM","United States Lime & Minerals, Inc.","70.12","$392.51M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","117.5","$5.12B","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",,
"UG","United-Guardian, Inc.","19.5","$89.59M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","19.79","$3.54B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/unit",,
"UNTY","Unity Bancorp, Inc.","19.97","$214.86M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","11.32","$479.09M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","112.92","$5.32B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/oled",,
"UEIC","Universal Electronics Inc.","27.87","$384.76M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",,
"UFPI","Universal Forest Products, Inc.","30.57","$1.88B","1993","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","21.52","$610.55M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","17.5","$152.69M","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","24.3","$711.28M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uvsp",,
"UMRX","Unum Therapeutics Inc.","4.35","$130.45M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",,
"UPLD","Upland Software, Inc.","31.83","$687.19M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","21.97","$2.34B","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/upwk",,
"UONE","Urban One, Inc. ","2.23","$104.81M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","1.9","$89.3M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","31.15","$3.35B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/urbn",
"URGN","UroGen Pharma Ltd.","40.2","$647.31M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",,
"UROV","Urovant Sciences Ltd.","9.06","$274.73M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",,
"ECOL","US Ecology, Inc.","63.98","$1.41B","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",
"USAT","USA Technologies, Inc.","3.69","$221.4M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","20.35","$9.06M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usatp",
"USAK","USA Truck, Inc.","18.36","$153.52M","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",
"UTMD","Utah Medical Products, Inc.","95.17","$354M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","3.79","$136.04M","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",,
"UXIN","Uxin Limited","3.35","$1.03B","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/uxin",,
"VCNX","Vaccinex, Inc.","4.9","$56.23M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","0.39","$38.98M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",
"VALX","Validea Market Legends ETF","26.76","$24.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/valx",,
"VLY","Valley National Bancorp","10.43","$3.46B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vly",,
"VLYPO","Valley National Bancorp","24.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vlypo",,
"VLYPP","Valley National Bancorp","25.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vlypp",,
"VTEC","Valtech SE","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtec",,
"VALU","Value Line, Inc.","20.26","$196.31M","1983","Finance","Investment Managers","https://www.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","18","$944.1M","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vnda",,
"BBH","VanEck Vectors Biotech ETF","124.64","$404.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbh",,
"GNRX","VanEck Vectors Generic Drugs ETF","21.935","$3.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnrx",,
"PPH","VanEck Vectors Pharmaceutical ETF","59","$202.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pph",,
"VWOB","Vanguard Emerging Markets Government Bond ETF","76.665","$1.11B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vwob",,
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","56.66","$5.64B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vnqi",,
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","84.78","$18.9B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vcit",,
"VGIT","Vanguard Intermediate-Term Treasury ETF","63.57","$3.7B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgit",,
"VIGI","Vanguard International Dividend Appreciation ETF","61.24","$901.77M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vigi",,
"VYMI","Vanguard International High Dividend Yield ETF","59.34","$926.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vymi",,
"VCLT","Vanguard Long-Term Corporate Bond ETF","88.31","$2.57B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vclt",,
"VGLT","Vanguard Long-Treasury ETF","74.99","$845.04M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vglt",,
"VMBS","Vanguard Mortgage-Backed Securities ETF","51.72","$7.36B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vmbs",,
"VONE","Vanguard Russell 1000 ETF","124.57","$1.07B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vone",,
"VONG","Vanguard Russell 1000 Growth ETF","147.46","$2.19B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vong",,
"VONV","Vanguard Russell 1000 Value ETF","104.88","$1.78B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vonv",,
"VTWO","Vanguard Russell 2000 ETF","121.24","$1.52B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwo",,
"VTWG","Vanguard Russell 2000 Growth ETF","138.39","$273.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwg",,
"VTWV","Vanguard Russell 2000 Value ETF","104.72","$243.47M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwv",,
"VTHR","Vanguard Russell 3000 ETF","124.33","$422.72M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vthr",,
"VCSH","Vanguard Short-Term Corporate Bond ETF","78.81","$20.72B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vcsh",,
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","48.18","$5.85B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtip",,
"VGSH","Vanguard Short-Term Treasury ETF","60.13","$5.56B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgsh",,
"BND","Vanguard Total Bond Market ETF","79.89","$37.15B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bnd",,
"VTC","Vanguard Total Corporate Bond ETF","81.8075","$102.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtc",,
"BNDX","Vanguard Total International Bond ETF","54.85","$12.41B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndx",,
"VXUS","Vanguard Total International Stock ETF","50.06","$10.59B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vxus",,
"BNDW","Vanguard Total World Bond ETF","75.57","$94.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndw",,
"VEAC","Vantage Energy Acquisition Corp.","10.16","$701.04M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veac",,
"VEACU","Vantage Energy Acquisition Corp.","10.21","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacu",,
"VEACW","Vantage Energy Acquisition Corp.","0.44","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacw",,
"VREX","Varex Imaging Corporation","31.23","$1.19B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vrex",,
"VRNS","Varonis Systems, Inc.","63.96","$1.88B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.33","$47.72M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",,
"VXRT","Vaxart, Inc.","1.94","$13.85M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","1.84","$179.11M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","9.9","$293.44M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiq",,
"VTIQU","VectoIQ Acquisition Corp.","10.35","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqu",,
"VTIQW","VectoIQ Acquisition Corp.","0.35","$10.37M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqw",,
"VECO","Veeco Instruments Inc.","10.99","$525.25M","1994","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/veco",,
"VEON","VEON Ltd.","2.53","$4.43B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/veon",,
"VRA","Vera Bradley, Inc.","9.29","$322.06M","2010","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","18.18","$737M","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","3.04","$224.33M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","17.78","$770.72M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",,
"VRNT","Verint Systems Inc.","51.52","$3.36B","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/vrnt",,
"VRSN","VeriSign, Inc.","170.53","$20.47B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","122.09","$20.1B","2009","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","27","$1.45B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","5.23","$101.09M","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",
"VRML","Vermillion, Inc.","0.75","$56.54M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","5.9","$77.68M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",,
"VRRM","Verra Mobility Corporation","10.3","$1.61B","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/vrrm",,
